campaign_name,adset_name,date,spend,impressions,clicks,ctr,purchases,revenue,roas,creative_type,creative_message,audience_type,platform,country
Men Premium Modal,Adset-1 Retarget,2025-01-26,196.87,88907,1126.0,0.0127,33,,5.43,UGC,Hot & comfy: men briefs now 20% off — feel the difference.,Broad,Facebook,US
MEN Signature Soft,Adset-5 WC,2025-01-15,550.88,424549,5165.0,0.0122,32,1421.08,2.58,Video,Hot & comfy: men trunks now 20% off — feel the difference.,Retargeting,Instagram,US
MEN SIGNATURE SOFT,Adset-5 WC,2025-03-18,131.82,318271,4363.0,0.0137,17,335.61,2.55,Image,3‑pack deal ends tonight — upgrade your men drawer with boxers.,Broad,Instagram,US
MEN SIGNATURE SOFT,Adset-2 Broad,2025-03-16,543.09,329939,2609.0,0.0079,18,717.46,1.32,Video,Breathable cotton that moves with you — limited offer on men athletic briefs.,Broad,Facebook,UK
Men_|_Athleisure_Cooling,Adset-3 Broad,2025-02-09,705.23,449139,9411.0,0.021,329,12789.36,18.14,Video,"Wire‑free ease, cloud‑soft cups — men trunks that fits right.",Broad,Instagram,UK
men bold colors drop,Adset-4 Broad,2025-03-06,666.65,422265,3955.0,0.0094,52,1040.67,1.56,Image,Invisible under tees — seamless men inner vests.,Lookalike,Facebook,US
Men_Bold_Colors_Drop,Adset-4 Broad,2025-02-25,147.33,85792,884.0,0.0103,10,208.13,1.41,Video,Cooling mesh panels for workouts — men athletic briefs you’ll actually love.,Lookalike,Instagram,US
WOMEN SEAMLESS EVERYDAY,Adset-1 LAL1,2025-02-26,61.77,253541,1986.0,0.0078,80,4168.95,67.49,Image,Hot & comfy: women wire‑free bras now 20% off — feel the difference.,Retargeting,Facebook,IN
Men ComfortMax Launch,Adset-5 Retarget,2025-02-03,231.48,456028,6734.0,0.0148,132,2378.33,10.27,Image,Stretch that snaps back — durable men inner vests.,Broad,Facebook,US
Men_|_Athleisure_Cooling,Adset-2 ATC,2025-03-09,460.56,409457,8335.0,0.0204,201,5177.34,11.24,Video,Breathable microfiber that moves with you — limited offer on men boxers.,Broad,Instagram,US
Men Premium Modal,Adset-2 Retarget,2025-02-14,405.78,270688,2805.0,0.0104,105,4294.02,10.58,Carousel,Invisible under tees — seamless men briefs.,Broad,Instagram,UK
men bold colors drop,Adset-4 Broad,2025-01-29,165.02,221182,2289.0,0.0104,12,390.21,2.36,UGC,3‑pack deal ends tonight — upgrade your men drawer with athletic briefs.,Broad,Instagram,US
MEN Signature Soft,Adset-1 Retarget,2025-01-13,311.73,15014,191.0,0.0127,1,41.46,0.13,Image,Summer‑ready essentials — sweat‑wicking men inner vests.,Lookalike,Facebook,IN
WOMEN SUMMER INVISIBLE,Adset-4 Broad,2025-03-24,308.57,423096,4855.0,0.0115,0,2844.2,9.22,Image,Cooling mesh panels for workouts — women wire‑free bras you’ll actually love.,Retargeting,Facebook,US
Men  Premium  Modal,Adset-4 Retarget,2025-02-25,339.82,124328,982.0,0.0079,0,1259.76,3.71,Video,Hot & comfy: men trunks now 20% off — feel the difference.,Retargeting,Instagram,IN
Women Fit & Lift,Adset-5 LAL1,2025-01-29,119.22,495995,9021.0,0.0182,95,5447.24,45.69,Image,No ride‑up guarantee — best‑selling women wire‑free bras back in stock.,Broad,Facebook,US
Women  Fit  &  Lift,Adset-2 Broad,2025-03-15,,114566,2736.0,0.0239,25,689.44,2.34,UGC,"Wire‑free ease, cloud‑soft cups — women panties that fits right.",Broad,Instagram,US
Women-Studio Sports,Adset-2 Broad,2025-01-02,108.15,444550,3996.0,0.009,165,6653.01,61.52,Image,Breathable microfiber that moves with you — limited offer on women wire‑free bras.,Lookalike,Facebook,IN
WOMEN FIT & LIFT,Adset-5 LAL1,2025-03-28,340.54,206457,3884.0,0.0188,46,1790.06,5.26,Carousel,Breathable modal that moves with you — limited offer on women bras.,Broad,Instagram,US
Men_Premium_Modal,Adset-4 Retarget,2025-03-23,157.16,72709,631.0,0.0087,18,639.68,4.07,Video,"Push comfort, not wires — everyday men inner vests.",Retargeting,Instagram,IN
MEN_Signature_Soft,Adset-5 WC,2025-02-25,313.78,285116,3986.0,0.014,19,485.09,1.55,Video,Doctors recommend breathable microfiber — meet our men trunks.,Lookalike,Instagram,US
Men Premium Modal,Adset-2 Retarget,2025-02-15,196.2,355171,4601.0,0.013,117,2377.24,12.12,Carousel,Breathable microfiber that moves with you — limited offer on men trunks.,Broad,Facebook,US
Men | Athleisure Cooling,Adset-4 Broad,2025-03-03,804.92,354493,5007.0,0.0141,155,3417.31,4.25,Video,Stretch that snaps back — durable men inner vests.,Broad,Instagram,US
Men ComfortMax Launch,Adset-5 Retarget,2025-03-15,123.52,394253,5749.0,0.0146,54,1459.56,11.82,Image,"All‑day comfort, zero pinch — try our men inner vests!",Broad,Instagram,US
Men  Premium  Modal,Adset-2 Retarget,2025-01-08,86.41,427873,3638.0,0.0085,106,3383.56,39.16,Carousel,Breathable microfiber that moves with you — limited offer on men inner vests.,Broad,Instagram,IN
WOMEN_Cotton_Classics,Adset-5 ATC,2025-03-05,323.3,163616,811.0,0.005,30,857.1,2.65,Video,Confidence starts inside — elevate with women panties.,Broad,Instagram,IN
Women Summer Invisible,Adset-2 ATC,2025-02-27,103.86,356640,3587.0,0.0101,86,2662.59,25.64,UGC,Cooling mesh panels for workouts — women wire‑free bras you’ll actually love.,Retargeting,Instagram,US
women  Summer  Invisible,Adset-4 Broad,2025-02-20,616.47,214375,2076.0,0.0097,37,995.67,1.62,Video,Breathable bamboo that moves with you — limited offer on women bras.,Broad,Instagram,UK
Men_Bold_Colors_Drop,Adset-5 LAL2,2025-03-16,157.02,262995,1126.0,0.0043,12,509.0,3.24,Carousel,3‑pack deal ends tonight — upgrade your men drawer with trunks.,Retargeting,Instagram,US
Men | Athlei ure Cooling,Adset-5 Broad,2025-01-22,159.19,365266,6813.0,0.0187,407,13583.5,85.33,Video,No ride‑up guarantee — best‑selling men athletic briefs back in stock.,Retargeting,Instagram,US
Women Fit & Lift,Adset-1 ATC,2025-03-05,336.92,77941,1816.0,0.0233,19,717.39,2.13,Video,Invisible under tees — seamless women boyshorts.,Lookalike,Facebook,US
men signature soft,Adset-1 Retarget,2025-01-04,176.0,149610,2818.0,0.0188,16,452.12,2.57,Video,Hot & comfy: men briefs now 20% off — feel the difference.,Lookalike,Facebook,UK
Men_Premium_Modal,Adset-5 LAL2,2025-02-11,219.35,360976,5317.0,0.0147,140,4836.71,22.05,Carousel,Summer‑ready essentials — sweat‑wicking men boxers.,Broad,Facebook,US
Men | Athleisure Cooling,Adset-4 Broad,2025-01-05,501.75,90270,1301.0,0.0144,48,1303.46,2.6,Video,Seamless confidence for every day — new men briefs.,Broad,Instagram,IN
women  Summer  Invisible,Adset-4 Broad,2025-01-01,146.67,284990,2188.0,0.0077,40,990.75,6.75,Video,No ride‑up guarantee — best‑selling women wire‑free bras back in stock.,Lookalike,Instagram,IN
Women | Studi Sports,Adset-2 Broad,2025-03-14,308.67,94330,1149.0,0.0122,0,1718.52,5.57,Image,3‑pack deal ends tonight — upgrade your women drawer with sports bras.,Broad,Facebook,US
men | athleisure cooling,Adset-5 Broad,2025-01-02,1010.51,269236,5220.0,0.0194,226,9149.49,9.05,Video,Stretch that snaps back — durable men inner vests.,Broad,Facebook,US
Women | Studio Sports,Adset-3 LAL2,2025-02-19,1106.7,500336,5329.0,0.0107,198,6142.41,5.55,Video,"Ultra‑soft waistband, no marks — premium women boyshorts.",Broad,Instagram,US
men signature soft,Adset-2 Broad,2025-01-13,244.74,325990,4215.0,0.0129,21,617.19,2.52,Carousel,Invisible under tees — seamless men boxers.,Broad,Instagram,IN
women_Summer_Invisible,Adset-2 ATC,2025-01-16,332.61,173684,1649.0,0.0095,0,1793.63,5.39,UGC,"Ultra‑soft waistband, no marks — premium women sports bras.",Broad,Instagram,US
Women Fit and Lift,Adset-2 Broad,2025-03-19,160.47,346194,4622.0,0.0134,30,1284.28,8.0,Video,Summer‑ready essentials — sweat‑wicking women boyshorts.,Broad,Instagram,UK
Men-Athleisure Cooling,Adset-4 Broad,2025-02-22,547.06,471978,,0.0245,480,17340.09,31.7,Video,Confidence starts inside — elevate with men trunks.,Broad,Facebook,US
Women | Studio Sports,Adset-3 LAL2,2025-02-13,81.43,61600,470.0,0.0076,21,1020.51,12.53,Carousel,Breathable bamboo that moves with you — limited offer on women bras.,Retargeting,Instagram,US
WOMEN Seamless Everyday,Adset-3 Broad,2025-01-14,133.07,517787,5072.0,0.0098,85,3601.51,27.06,Image,"Ultra‑soft waistband, no marks — premium women sports bras.",Lookalike,Facebook,US
men | athleisure cooling,Adset-4 Broad,2025-03-08,596.89,491976,10583.0,0.0215,437,12068.55,20.22,Video,"Wire‑free ease, cloud‑soft cups — men briefs that fits right.",Lookalike,Instagram,UK
WOMEN Coton Classics,Adset-2 WC,2025-03-17,958.63,487211,6806.0,0.014,0,13075.04,13.64,Image,"Wire‑free ease, cloud‑soft cups — women sports bras that fits right.",Lookalike,Facebook,US
Men | Athleisure Cooling,Adset-2 ATC,2025-02-21,606.73,497658,8502.0,0.0171,363,11991.63,19.76,Image,Invisible under tees — seamless men trunks.,Broad,Instagram,US
Men-Athleisure Cooling,Adset-3 Broad,2025-03-08,99.46,17059,323.0,0.0189,12,,2.97,Video,"Wire‑free ease, cloud‑soft cups — men athletic briefs that fits right.",Broad,Instagram,UK
WOMEN SUMMER INVISIBLE,Adset-5 LAL1,2025-02-09,922.02,154920,2205.0,0.0142,36,1932.1,2.1,Image,Hot & comfy: women bras now 20% off — feel the difference.,Lookalike,Instagram,US
Women_|_Studio_Sports,Adset-5 ATC,2025-02-28,574.33,276599,4248.0,0.0154,196,6510.17,11.34,Carousel,Summer‑ready essentials — sweat‑wicking women wire‑free bras.,Retargeting,Facebook,US
WOMEN COTTON CLASS-CS,Adset-5 ATC,2025-01-14,181.31,312305,3840.0,0.0123,103,3645.21,20.1,Image,Cooling mesh panels for workouts — women bras you’ll actually love.,Lookalike,Facebook,IN
Men  ComfortMax  Launch,Adset-4 LAL1,2025-03-02,351.96,58770,740.0,0.0126,22,781.21,2.22,Video,Breathable microfiber that moves with you — limited offer on men boxers.,Broad,Facebook,IN
Men_|_Athleisure_Cooling,Adset-2 ATC,2025-01-10,282.6,148427,,0.0225,107,3316.4,11.74,Carousel,"Wire‑free ease, cloud‑soft cups — men trunks that fits right.",Retargeting,Instagram,UK
women Summer Invisible,Adset-2 ATC,2025-03-12,628.73,169317,1537.0,0.0091,25,1201.42,1.91,UGC,Seamless confidence for every day — new women wire‑free bras.,Broad,Instagram,US
WOMEN  Cotton  Classics,Adset-5 ATC,2025-03-01,159.35,219772,2506.0,0.0114,78,3659.08,22.96,UGC,Summer‑ready essentials — sweat‑wicking women wire‑free bras.,Broad,Instagram,UK
Men  Premium  Modal,Adset-1 Retarget,2025-01-11,447.87,290896,3581.0,0.0123,0,2350.72,5.25,Video,"Ultra‑soft waistband, no marks — premium men trunks.",Broad,Facebook,US
Men_ComfortMax_Launch,Adset-3 ATC,2025-02-17,407.25,460267,7487.0,0.0163,228,10162.18,24.95,Video,Confidence starts inside — elevate with men boxers.,Retargeting,Instagram,IN
Women-Studio Sports,Adset-4 ATC,2025-03-15,690.14,204227,2479.0,0.0121,106,,6.17,Video,"All‑day comfort, zero pinch — try our women sports bras!",Broad,Instagram,US
Men Bold Colors Drop,Adset-5 LAL2,2025-02-08,82.63,228438,2351.0,0.0103,32,665.23,8.05,Carousel,Seamless confidence for every day — new men briefs.,Broad,Instagram,US
Women_Fit_&_Lift,Adset-2 Broad,2025-01-18,320.01,442410,7710.0,0.0174,72,1797.53,5.62,Video,Breathable bamboo that moves with you — limited offer on women sports bras.,Broad,Instagram,UK
MEN Signature Soft,Adset-3 LAL1,2025-02-06,1056.12,78017,914.0,0.0117,4,151.2,0.14,Video,Seamless confidence for every day — new men boxers.,Broad,Instagram,IN
men | athleisure cooling,Adset-2 ATC,2025-03-27,490.96,69457,1751.0,0.0252,87,3814.24,7.77,Video,Stretch that snaps back — durable men athletic briefs.,Retargeting,Facebook,UK
women  Summer  Invisible,Adset-5 LAL1,2025-01-08,265.65,185506,1792.0,0.0097,46,1342.9,5.06,Image,No ride‑up guarantee — best‑selling women wire‑free bras back in stock.,Retargeting,Facebook,US
women Summer Invisible,Adset-2 ATC,2025-03-09,579.08,329275,3228.0,0.0098,118,3140.32,5.42,Image,Cooling mesh panels for workouts — women bras you’ll actually love.,Retargeting,Instagram,US
Men-Athleisure Cooling,Adset-3 Broad,2025-03-25,253.01,206241,5139.0,0.0249,285,8562.85,33.84,Video,Summer‑ready essentials — sweat‑wicking men trunks.,Retargeting,Facebook,US
WOMEN_Seamless_Everyday,Adset-4 WC,2025-02-05,205.03,160268,,0.008,40,1766.1,8.61,Image,3‑pack deal ends tonight — upgrade your women drawer with bras.,Lookalike,Instagram,US
WOMEN Seamless Everyday,Adset-1 LAL1,2025-03-10,88.51,407247,4261.0,0.0105,120,4727.56,53.41,Image,3‑pack deal ends tonight — upgrade your women drawer with wire‑free bras.,Broad,Facebook,US
men bold colors drop,Adset-5 LAL2,2025-01-22,849.84,396505,2714.0,0.0068,18,662.47,0.78,Image,Doctors recommend breathable modal — meet our men briefs.,Lookalike,Instagram,IN
men comfortmax launch,Adset-1 Retarget,2025-02-02,358.02,51855,1048.0,0.0202,29,842.21,2.35,UGC,"All‑day comfort, zero pinch — try our men inner vests!",Broad,Facebook,US
Women  |  Studio  Sports,Adset-3 LAL2,2025-03-30,193.26,37335,440.0,0.0118,15,759.57,3.93,Image,Hot & comfy: women boyshorts now 20% off — feel the difference.,Lookalike,Instagram,US
Men Premium Modal,Adset-4 Retarget,2025-02-04,,429495,3453.0,0.008,58,2025.73,2.94,Image,Summer‑ready essentials — sweat‑wicking men boxers.,Lookalike,Instagram,IN
WOMEN COTTON CLASSICS,Adset-5 ATC,2025-02-27,,491299,4746.0,0.0097,190,6541.48,28.36,UGC,Stretch that snaps back — durable women sports bras.,Broad,Facebook,IN
Women  |  Studio  Sports,Adset-1 ATC,2025-02-19,272.75,172513,2097.0,0.0122,91,5249.77,19.25,Video,Invisible under tees — seamless women panties.,Lookalike,Instagram,US
Women-Studio Sports,Adset-3 LAL2,2025-01-30,,266100,2948.0,0.0111,0,6100.9,,Video,Summer‑ready essentials — sweat‑wicking women sports bras.,Retargeting,Instagram,US
Women Fit & Lift,Adset-1 ATC,2025-02-07,187.33,469182,8434.0,0.018,105,5761.27,30.75,UGC,Hot & comfy: women sports bras now 20% off — feel the difference.,Retargeting,Instagram,IN
women fit & lift,Adset-2 Broad,2025-01-03,651.64,380739,5403.0,0.0142,65,1850.13,2.84,Carousel,Breathable cotton that moves with you — limited offer on women boyshorts.,Broad,Instagram,US
WOMEN_Seamless_Everyday,Adset-4 WC,2025-01-25,661.14,181521,1775.0,0.0098,41,920.92,1.39,Video,Invisible under tees — seamless women wire‑free bras.,Broad,Instagram,US
Women Seamless Everyday,Adset-4 WC,2025-01-14,564.98,204509,1551.0,0.0076,54,2995.77,5.3,Video,"Ultra‑soft waistband, no marks — premium women bras.",Broad,Instagram,US
men bold colors drop,Adset-3 Broad,2025-03-17,792.84,247782,3176.0,0.0128,34,821.87,1.04,UGC,3‑pack deal ends tonight — upgrade your men drawer with boxers.,Broad,Facebook,US
Women | Studio Sports,Adset-1 ATC,2025-01-19,38.27,166146,2391.0,0.0144,68,3056.26,79.86,Video,"Push comfort, not wires — everyday women panties.",Broad,Facebook,IN
MEN PREMIUM MODAL,Adset-2 Retarget,2025-01-04,937.22,239895,2909.0,0.0121,50,2230.56,2.38,UGC,"All‑day comfort, zero pinch — try our men athletic briefs!",Broad,Facebook,UK
Women_Fit_&_Lift,Adset-5 LAL1,2025-03-29,834.27,32918,374.0,0.0113,4,226.13,0.27,UGC,Cooling mesh panels for workouts — women wire‑free bras you’ll actually love.,Broad,Facebook,UK
